"year","1","2","3","4","5","6","7","8","9","10","11","12","notification_level"
9,755187.889893694,1849964.91706525,2291493.2878032,2606136.76918923,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1109537.66841297,1570462.40335067,1779499.7923111,1966936.37722887,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1046396.87399453,1460889.66086609,1564987.96887427,1884489.23415366,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,847823.454556185,1134110.91174184,1285972.3348503,1658000.52253525,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,834147.50532935,1041269.51025289,1199400.29579042,1459618.2206819,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,979663.274856931,1429934.59340372,1617131.50295846,1700855.82396638,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,758315.274524538,933172.852357035,969285.691009633,1091633.06201147,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,694679.705161516,940343.680698642,1001620.75917333,1054483.68909788,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,668547.203635588,775049.612355184,819291.024639492,877388.421728208,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,477996.487738956,636749.8530282,755812.215256738,848416.765799247,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1181359.29516415,1409471.20247975,1655918.4319342,1930575.5546874,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,639325.620569514,1113908.27542388,1236083.10892427,1490272.24488076,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,881381.64567898,1489714.12297792,1789206.65717613,2032898.32207491,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,489208.143510713,781344.78746758,1068399.1278999,1498234.01691834,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,957524.093269342,1172647.97762631,1350139.68313977,1575813.03634903,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,957487.689176192,1045900.93271082,1082622.73111615,1172611.07137558,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1343631.87077732,1625167.5451452,1810661.09975093,2117941.66568464,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,374116.722913967,627490.916377182,995623.297319958,1627765.69357811,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,732629.119555215,911084.019265849,1022482.14098292,1131268.26146354,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,707285.344448361,1206181.1848748,1405981.8102069,1683614.25620148,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,957862.388344513,1208361.54148074,1326320.69016253,1534212.20503871,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,677754.392141403,888668.448765446,1072391.89951186,1204646.60504009,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1190902.77933464,1387586.78748722,1490605.74676342,1614838.78181689,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,944108.45694812,1506583.28933093,1638838.03044902,1797238.04140599,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,629247.359033265,1037785.55923348,1128428.46477858,1252467.96663616,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,582595.380384497,806335.314474352,925932.163724186,1155231.55826973,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,823242.728261233,907977.311058518,1014541.56998089,1292749.96329595,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,747609.694396909,925746.942855927,1042739.56575631,1194534.16152824,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,839980.425798797,1064882.42542698,1155969.35709854,1389223.14492222,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,574361.078989718,858184.279398514,1004491.85898861,1225204.09672425,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,760384.861333968,1148752.17479087,1206742.49837837,1417061.63373593,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1208113.64107912,1721318.18678863,2064674.075564,2341116.36366057,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,722480.600563739,908197.015874911,986558.282649081,1158877.67459558,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,567362.957118534,868634.875847868,1000168.45689468,1418502.97131473,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,192157.623389526,659548.556328561,851132.862920302,1173342.72679995,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1254302.2662549,1572084.59277181,1810548.90875167,2182198.59765643,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,472102.055256938,785090.03611993,1047832.54961867,1480283.38049287,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,869975.457783252,1222197.93793828,1343557.31800261,1662158.04449341,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,753015.755498308,994371.167415935,1172553.77276539,1429383.70646418,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,609480.416575299,979291.162668685,1221137.28219279,1489539.96124231,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,648944.939861994,914941.84972878,1034297.46893459,1248016.56356183,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,911215.782857561,1413318.0302278,1561522.32045255,1896697.83966661,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,518069.139494946,798243.094667722,979828.700947529,1141420.83989804,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,690105.74109079,946026.52736357,984456.85992957,1203907.69855069,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,577859.343119876,759206.507868183,909765.637086543,1130563.2919104,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,995475.577265969,1405873.65804911,1513636.47715425,1651302.67208521,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,495330.382772516,882697.793973792,1051554.66846954,1296378.02486571,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,959368.390544731,1345148.25049995,1634597.27276877,2000623.11385448,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,440896.214863844,809389.907601962,1027813.35594894,1151071.94862623,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,1172477.02525737,1488943.54355456,1613672.73548942,1784362.06405753,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,576829.480026649,761769.936961227,869194.146236096,938620.783645611,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,504621.292883154,881540.335787303,996666.245937398,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,920352.288533846,1115059.33223292,1774033.36756592,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,827970.888671156,1327966.22123153,1519748.81793337,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,426636.872623307,1216263.55675837,1426562.25447363,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,676014.602626451,1018273.65851186,1256930.48293071,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1164703.2532214,1499068.83342252,1619469.36564837,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,568072.487292909,889559.206942165,986592.597470826,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1257993.95516286,1718054.33859899,1914969.43318396,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,747737.474336987,964283.247982584,1141661.68408365,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1592090.9794402,1709557.88476427,1768733.93875083,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,674466.044616761,1350875.19500347,1674363.02885203,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1457313.56174252,1849137.67669723,1941080.87154553,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,660231.766682442,891065.793894386,1139367.67398155,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1104380.38906337,1314672.61781344,1684969.59310877,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,873631.48683137,1247816.22410728,1470305.39368309,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,785125.619940228,902031.63953055,954127.77800536,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1018131.48478028,1268470.77639725,1391277.03886203,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1439540.71623289,1541793.3141406,1764517.23820965,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,872353.033159259,1302495.13458539,1480135.34570633,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,376809.321430113,799404.193437701,1098369.14431013,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1260988.30474175,1605594.36683512,1741825.32342008,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,712352.389972957,1191902.9166903,1275672.31630705,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,777634.010258421,1150334.51816039,1312310.39878387,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,946542.928527976,1216753.73389846,1450220.70213259,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1072414.70372665,1472442.36465614,1581441.76978004,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,335027.530128269,574443.997986022,833573.276261134,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,636463.665645964,1020171.08710435,1122416.03877647,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,708466.221083944,953302.094068203,1114309.28486026,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1084645.56786771,1642246.69716363,1766103.04039225,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,893680.035105733,1274173.13791607,1460463.28141639,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,196718.6202603,766445.629056309,961434.287102044,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1110149.82842157,1548900.02331017,1696227.0793556,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,578597.648659864,854481.924669321,1052238.70528412,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1080659.75862752,1386211.24937643,1633128.37039529,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,444043.230003307,1117196.81597202,1293573.36851497,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,1086199.64419891,1482418.30593072,1573756.53252953,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
10,747181.146891402,1056911.80906917,1222754.63680228,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,1483432.12599808,1732308.59810502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,994868.490935283,1253359.50502775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,672971.497944301,1004862.3505366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,810102.451685618,1411521.79175419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,1077554.23684115,1620463.38963784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,921857.353853735,1145722.59774697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,722381.14134536,1202487.43686838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,895614.187370961,1245114.44975954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,932880.521880288,1212915.52524826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,877863.665011279,1339077.30390398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,742711.194883425,1023920.81168191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,562158.989100709,1122577.08412573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,440529.730925034,861448.557603786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,930526.945658915,1096412.23841028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,963885.781001019,1141072.93815362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,1057882.60267504,1451969.3569001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,885202.821381327,1667041.71809164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,632738.119021289,939225.183214934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,727293.207724702,1089389.54426107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,889893.692875235,1089369.95383063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,781708.479230804,1036428.50100114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,930227.532282727,1057743.50144812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,625723.306523688,1028713.77496987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
11,1152340.77819338,1499461.38850487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,911038.638801384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,904189.498508215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,998979.433562898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1149715.22611976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1162372.48277742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,847833.140924628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1634121.19061176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1187068.54690443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1301335.53712764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1025209.74868903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,834302.524183626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,946027.980074888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1561825.49502658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,934289.719411523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,2309975.03018081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1063692.19817418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
12,1490924.9199267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000
